Command Sent Home Command - #0,5,00111111*79ad  * 08-04-2025 14:21:44.115
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:53:54.524
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:53:57.198
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:54:05.559
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:54:08.197
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:54:16.575
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:54:19.213
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:54:27.600
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:54:28.240
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:54:30.232
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:54:38.607
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:54:39.285
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:54:41.240
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:54:43.435
18 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:54:46.710
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:54:49.615
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:54:50.311
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:54:52.259
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:54:54.469
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:55:00.660
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:55:01.324
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:55:03.287
18 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:55:04.728
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:55:05.492
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:55:11.654
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:55:12.349
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:55:14.388
18 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:55:15.984
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:55:16.526
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:55:22.652
18 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:55:22.745
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:55:23.370
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:55:25.325
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:55:27.528
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:55:33.665
18 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:55:33.991
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:55:34.386
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:55:36.323
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:55:38.577
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:55:40.753
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:55:44.682
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:55:45.428
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:55:47.326
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:55:49.612
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:55:51.776
18 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:55:52.68
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:55:55.700
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:55:56.485
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:55:58.354
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:56:00.611
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:56:02.780
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:56:06.707
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:56:07.486
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:56:09.361
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:56:10.70
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:56:11.605
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:56:13.822
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:56:17.732
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:56:18.479
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:56:20.373
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:56:21.74
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:56:22.607
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:56:24.832
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:56:28.760
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:56:29.481
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:56:31.389
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:56:32.110
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:56:33.608
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:56:35.853
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:56:39.787
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:56:40.489
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:56:42.396
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:56:43.135
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:56:44.623
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:56:46.889
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:56:50.793
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:56:51.545
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:56:53.407
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:56:54.169
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:56:55.661
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:56:57.898
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:57:01.815
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:57:02.563
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:57:04.402
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:57:05.204
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:57:06.706
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:57:08.916
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:57:12.825
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:57:13.577
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:57:15.437
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:57:16.210
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:57:17.732
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:57:19.954
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:57:23.827
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:57:24.606
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:57:26.490
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:57:27.241
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:57:28.755
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:57:30.985
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:57:34.832
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:57:35.603
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:57:37.522
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:57:38.275
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:57:39.784
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:57:41.992
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:57:45.863
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:57:46.655
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:57:48.533
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:57:49.285
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:57:50.835
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:57:53.31
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:57:56.915
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:57:57.654
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:57:59.534
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:58:00.303
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:58:01.863
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:58:04.26
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:58:07.936
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:58:08.646
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:58:10.589
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:58:11.329
11 Secconds Timer increments in Jar J1 for R16 as Command Execution under process in other function and timer updated for tmr_r8_incub() * 08-04-2025 17:58:12.909
11 Secconds Timer increments in Jar W1 for R14 as Command Execution under process in other function and timer updated for tmr_r6_incub() * 08-04-2025 17:58:15.26
11 Secconds Timer increments in Jar J3 for R15 as Command Execution under process in other function and timer updated for tmr_r7_incub() * 08-04-2025 17:58:19.4
11 Secconds Timer increments in Jar J25 for R11 as Command Execution under process in other function and timer upadted for tmr_r3_incub() * 08-04-2025 17:58:19.691
11 Secconds Timer increments in Jar J21 for R12 as Command Execution under process in other function and timer updated for tmr_r4_incub() * 08-04-2025 17:58:21.594
11 Secconds Timer increments in Jar W2 for R13 as Command Execution under process in other function and timer upated for tmr_r5_incub() * 08-04-2025 17:58:22.332
